Date,Daily Stoic,Daily Dad
2025-04-12,"April 12



“Atreus: Who would reject the flood of fortune’s gifts?

Thyestes: Anyone who has experienced how easily they flow back.”

—
S
ENECA,
T
HYESTES
, 
 536

T

hyestes
 is one of Seneca’s darkest and most disturbing plays. Even two thousand years later it remains a classic of the revenge genre. Without spoiling it, the quote above comes from the scene in which Atreus is attempting to lure his hated brother Thyestes into a cruel trap by offering him tempting and generous gifts. At first, Thyestes declines, to the complete bafflement of his enemy.

We are typically surprised when someone turns down an expensive gift or a position of honor or success. General William T. Sherman emphatically rejected offers to run for president of the United States, saying at one point: “I will not accept if nominated and will not serve if elected.” If his friend Ulysses S. Grant had made such a “Shermanesque statement” (as such rejections are now known), Grant certainly would have preserved his own legacy from the disastrous turn of events it suffered.

Despite his initial misgivings, Thyestes is ultimately tempted and persuaded to accept “fortune’s gifts,” . . . which turned out to be a ruse hiding devastating tragedy. Not every opportunity is fraught with danger, but the play was intended to remind us that our attraction toward what is new and shiny can lead us into serious trouble.","April 12

What Kind of Energy Are You Bringing?

The ubiquity of the word energy these days is probably a sign of how pervasive pseudoscience and charlatans have become in our culture. We are inundated with energy healers and energy crystals. You can hire consultants to analyze your company’s energy. You can take a sound bath to remove negative energy or have an aura reader interpret the energy you put out into the world. The amount of sage that has been burned in apartments after breakups rivals the amount of sage that has been used in restaurant dishes.

Yet for all that nonsense, energy is a real thing in parenting. Just as Cesar Millan talks about projecting the right energy to your dog, so too can your kids pick up on the energy emanating from you. Bad day at work? They can feel it. Hate where you live? They can feel it. Pissed off at your spouse? They can tell, even if you argue only when they’re asleep.

Why are your kids running around like crazy, acting like monsters today? Well, maybe you ought to check what kind of energy you’re generating. Why is your son hitting his little brother? Maybe because you’re a ball of tension and frustration, and it’s contagious. Why is your daughter being such a terror? Maybe that resentment your wife is holding onto has something to do with it. Maybe your daughter just couldn’t stand how things were at breakfast this morning—how awkward and weird it was.

When you see behavior and attitude problems, adjust your energy. Look in the mirror first. If you want a happy home, a home with kindness and love and peace, then bring that energy with you. Project it consciously and deliberately—show that things are good with you, and they will be better with everyone else."
2025-04-13,"April 13



“Don’t act grudgingly, selfishly, without due diligence, or to be a contrarian. Don’t overdress your thought in fine language. Don’t be a person of too many words and too many deeds. . . . Be cheerful, not wanting outside help or the relief others might bring. A person needs to stand on their own, not be propped up.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 3.5

I
 n most areas of life, the saying “Less is more” stands true. For instance, the writers we admire tend to be masters of economy and brevity. What they leave out is just as important—sometimes more important—than what they leave in. There is a poem by Philip Levine titled “He Would Never Use One Word Where None Would Do.” And from Hamlet
 , the best of all—the retort from Queen Gertrude after a long, rhetorical speech from Polonius: “More matter with less art,” she tells him. Get to the point!

Imagine the emperor of Rome, with his captive audience and unlimited power, telling himself not to be a person of “too many words and too many deeds.” Let that be a reminder the next time you feel self-indulgent or a little full of yourself, the next time you feel like impressing people.","April 13

This Is Their Language

The primary language of children is behavior. Not words. If you want to know what they’re thinking or how they’re feeling, watch what they do, not what they say.

When we say that “actions speak louder than words,” this is what we mean. The younger your kids are, the more likely they are to speak entirely with actions instead of words. This is for one simple, undeniable reason: they don’t have the words yet. But even if they did, kids don’t understand their feelings—the physical ones or the emotional ones—enough to know how to put words to them. Quite often they don’t even know they’re having feelings.

Watch an eighteen-month-old with an earache—there are no words, there is only discomfort and pawing at the side of their head or waking up in the middle of the night screaming. Watch an eight-year-old with anxiety—there are no words, there are only stomachaches and panic and wet beds. A teenager who has been hurt by someone may in turn hurt others.

This is why we need to “listen” to our kids in more ways than just the obvious, literal way. We have to watch them. We have to be patient. We have to understand that a screaming tantrum about the iPad is almost certainly about something else. We have to understand that lethargy and sliding grades are statements; they are symptoms. It’s your child speaking to you through behavior.

Will you hear them? Will you be able to talk to them about it, not just with your words but with your own actions?"
2025-04-14,"April 14



“Believe me, it’s better to produce the balance-sheet of your own life than that of the grain market.”

—
S
ENECA,
O
N THE
B
REVITY OF
L
IFE
, 
 18.3
b

T
 he things that some people manage to be experts in: fantasy sports, celebrity trivia, derivatives and commodities markets, thirteenth-century hygiene habits of the clergy.

We can get very good at what we’re paid
 to do, or adept at a hobby we wish we could be paid to do. Yet our own lives, habits, and tendencies might be a mystery to us.

Seneca was writing this important reminder to his father-in-law, who, as it happened, was for a time in charge of Rome’s granary. But then his position was revoked for political purposes. Who really cares, Seneca was saying, now you can focus that energy on your inner life.

At the end of your time on this planet, what expertise is going to be more valuable—your understanding of matters of living and dying, or your knowledge of the ’87 Bears? Which will help your children more—your insight into happiness and meaning, or that you followed breaking political news every day for thirty years?","April 14

It’s the Hardest Thing

Chesty Puller fought in the banana wars. He fought in guerrilla wars. He took islands in the Pacific during World War II. He fought in Korea. So you’d think that he would have been able to handle just about anything life threw at him. But like you, he was a parent, and he found that it was just about the hardest thing a person can ever do.

When he was just home from Korea, where he had landed at Inchon and fought in the brutal cold at close quarters, Chesty and his wife had to take their daughter to get her tonsils out. Chesty, who had always been a sweetheart underneath, carried the girl to the operating room. Talking to her softly, he tried to lay her down on the bed and let the nurse prepare her for surgery. But his daughter, scared and overwhelmed, refused to let go. She cried and screamed and clung to him until they were eventually able to separate and sedate her. “She will never forgive me, Virginia,” he said to his wife when he returned to the waiting room. “This is worse than Peleliu.”

He was only half exaggerating. This thing called parenthood demands more of us than just about anything else in life. It challenges us emotionally, physically, mentally. It tugs on every one of our heartstrings. You can toughen yourself up for war, you can coolly bet millions of dollars at work, but there’s nothing you can do about the gaping soft spot your kids have access to. Nothing can get you quite like they do . . . because nothing matters to you quite like they do.

This is the hardest thing you’ll ever do. Know it. Accept it. Be grateful for it."
2025-04-15,"April 15



“Nothing will ever befall me that I will receive with gloom or a bad disposition. I will pay my taxes gladly. Now, all the things which cause complaint or dread are like the taxes of life—things from which, my dear Lucilius, you should never hope for exemption or seek escape.”

—
S
ENECA,
M
ORAL
L
ETTERS
, 
 96.2

A
 s your income taxes come due, you might be like many people—complaining at what you have to fork over to the government. Forty percent of everything I make goes to these people? And for what?!

First off, taxes go to a lot of programs and services you almost certainly take for granted. Second, you think you’re so special? People have been complaining about their taxes for thousands of years, and now they’re dead. Get over it. Third, this is a good problem to have. Far better than, say, making so little there is nothing left to pay the government or living in an anarchy and having to pay for every basic service in a struggle against nature.

But more important, income taxes are not the only taxes you pay in life. They are just the financial form. Everything we do has a toll attached to it. Waiting around is a tax on traveling. Rumors and gossip are the taxes that come from acquiring a public persona. Disagreements and occasional frustration are taxes placed on even the happiest of relationships. Theft is a tax on abundance and having things that other people want. Stress and problems are tariffs that come attached to success. And on and on and on.

There are many forms of taxes in life. You can argue with them, you can go to great—but ultimately futile—lengths to evade them, or you can simply pay them and enjoy the fruits of what you get to keep.","April 15

Have You Seen Their Perspective?

Have my parents forgotten that they were young once? Apparently, they have.

—Anne Frank

We think they’re making excuses. We think they’re making stuff up. We just want them to go back and sleep in their bed. Or listen to their coach. Or get their work done. It’s fine, we tell them. Just give it a try. Wear your jacket; it’s not that uncomfortable. Do your homework; it’s not that difficult.

Do you remember reading To Kill a Mockingbird? Where Atticus talks about climbing into somebody’s skin and walking around in it? Well, have you actually done that? Not with someone you pity or someone you wish to be, but with someone you aspire to lead and teach and nourish? Someone like your own child?

Your kid wakes up and comes into your room at night? Try sleeping in their bed. Maybe it really is scary in there. Watch hockey practice. Maybe the coach really is a jerk. How do you think that jacket feels to a kid? Maybe it really is way too hot in there. Did you like doing your homework when you were their age?

See their perspective. Crawl inside it, walk around in it. Then take a step back and parent accordingly."
2025-04-16,"April 16



“Pay close attention in conversation to what is being said, and to what follows from any action. In the action, immediately look for the target, in words, listen closely to what’s being signaled.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 7.4

T
 hrough the work of the psychologist Albert Ellis, Stoicism has reached millions of people through what’s known as cognitive-behavioral therapy (CBT). As a form of a therapy, CBT helps patients identify destructive patterns in their thoughts and behavior so they can, over time, direct and influence them in a more positive direction.

Of course, Marcus Aurelius had no formal training in psychology, but his words here are as important as any doctor’s. He’s asking you to become an observer of your own thoughts and the actions those thoughts provoke. Where do they come from? What biases do they contain? Are they constructive or destructive? Do they cause you to make mistakes or engage in behavior you later regret? Look for patterns; find where cause meets effect.

Only when this is done can negative behavior patterns be broken; only then can real life improvements be made.","April 16

This Solves Most Problems

Any experienced parent can tell you about the magical panacea called food.

Why is your kid screaming? Why are they terrorizing their sibling? Why can’t they focus during homeschooling? Why can’t they fall asleep? Why is your teenager so moody?

The answer is simple. They are hungry. They’re hangry. And they don’t know it.

Moms have long carried snacks in their purses for a reason. Because it will solve most problems. Soothe most frayed nerves. Calm down most difficult situations.

Somebody always forgets to eat. So feed them. Ask them if they’re hungry. Remind them that they’re hungry. Keep a tight meal schedule. Watch what happens.

Oh, also, when you’re grouchy and frustrated and anxious and short with your spouse and your kids—you might be hangry yourself. In 2014, researchers from Ohio State University found that most fights between couples are because someone is hungry. So, like taking a walk or taking five deep breaths, grabbing something to eat will probably solve most of your adult problems too."
2025-04-17,"April 17



“Do away with the opinion I am harmed, and the harm is cast away too. Do away with being harmed, and harm disappears.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 4.7

A
 word can have multiple meanings. One usage can be harsh and another might be completely innocent. The same word can mean a cruel slur or a pile of sticks. In the same way, something said sarcastically differs drastically from something that was pointed and mean.

The interpretation of a remark or a word has an immense amount of power. It’s the difference between a laugh and hurt feelings. The difference between a fight breaking out and two people connecting.

This is why it is so important to control the biases and lenses we bring to our interactions. When you hear or see something, which interpretation do you jump to? What is your default interpretation of someone else’s intentions?

If being upset or hurt is something you’d like to experience less often, then make sure your interpretations of others’ words make that possible. Choose the right inference from someone’s actions or from external events, and it’s a lot more likely that you’ll have the right response.","April 17

Do You Know What You Look Like Angry?

It has often been useful for angry people to look in a mirror. The great transformation in themselves has disturbed them.

—Seneca

Anger might feel deserved or appropriate, but it almost always looks awful.

The next time you are out, try watching for other parents who are getting angry at something their kids are doing. Observe the crowd at your son or daughter’s next soccer game. Track that family traveling on vacation at the airport. Pay attention to the group at the big family table across from you at the pizza place.

It’s as close to a look in the mirror as you’re likely to get.

How do you think you look when you tell your child way too loudly, “Sit down. I told you already, sit down!” when they bounce around with too much energy? How do you think you look as you grab their arm in frustration and jerk them closer to you in line? Do you think you sound good when threatening to take away some basic privilege of theirs—like a tyrant—because they’re not behaving exactly as you like? Or when you shout at them to hurry up at the airport? You think you don’t look like a monster when, after the argument escalates beyond your ability to manage with words, you slap them across the face?

You look terrible. You look as awful and shameful as the people looked when you saw them do the same thing in public, to their kids, as you tried to avert your gaze. No one looks good angry. Worse still, that image can etch itself into our kids’ brains for a long time."
2025-04-18,"April 18



“What is bad luck? Opinion. What are conflict, dispute, blame, accusation, irreverence, and frivolity? They are all opinions, and more than that, they are opinions that lie outside of our own reasoned choice, presented as if they were good or evil. Let a person shift their opinions only to what belongs in the field of their own choice, and I guarantee that person will have peace of mind, whatever is happening around them.”

—
E
PICTETUS,
D
ISCOURSES
, 
 3.3.18
b
–19

O
 pinions. Everyone’s got one.

Think about all the opinions you have: about whether today’s weather is convenient, about what liberals and conservatives believe, about whether so-and-so’s remark is rude or not, about whether you’re successful (or not), and on and on. We’re constantly looking at the world around us and putting our opinion on top of it. And our opinion is often shaped by dogma (religious or cultural), entitlements, expectations, and in some cases, ignorance.

No wonder we feel upset and angry so often! But what if we let these opinions go? Let’s try weeding (ekkoptein
 ; cutting or knocking out) them out of our lives so that things simply are.
 Not good or bad, not colored with opinion or judgment. Just are.","April 18

This Is the Enemy

Do not be afraid to get rid of things which distract your attention.

—Leo Tolstoy

You’re distracted because this weird work email just came in. You’re in a bad mood because of something you saw. You’re feeling off because of something somebody said to you. And what happens? Well, your kids get the brunt of it. Or they get only 50 percent of you at dinner, because you’re home but not really home.

Preoccupation is the enemy of good parenting. And the worst part? Kids can sense it. They are simultaneously sponges and mirrors, and unflattering ones at that. When they act out, make a mess, bite their brother, dye their hair pink—that’s what is happening. They sense your energy and are responding to it.

The sad truth is that most of what we’re preoccupied with doesn’t even matter. We give the jerk at the office free space in our head. We choose to go on Twitter and doomscroll. We don’t need to check our email as much as we do. Worrying about money never solves our money problems.

We have to push all that stuff away. So we can be present. So we can be patient. So we can be parents."
2025-04-19,"April 19



“Epictetus says we must discover the missing art of assent and pay special attention to the sphere of our impulses—that they are subject to reservation, to the common good, and that they are in proportion to actual worth.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 11.37

H
 ere we have the emperor, the most powerful man in the world, quoting in his diary the wisdom of a former slave (and from what we know, Marcus might have had direct notes from Epictetus’s lectures via one of his former students). That wisdom was ultimately about surrender and serving the common good—about the limits of our power and the importance of checking our impulses—something every person in authority needs to hear.

Power and powerlessness seem so rarely to enter the same orbit—but when they do it can change the world. Think about President Abraham Lincoln meeting with, corresponding with, and learning from Frederick Douglass, another former slave of considerable wisdom and insight.

In any case, all those men lived by the principles expressed here: that in our lives—whether we’re experiencing great power or powerlessness—it’s critical to leave room for what may happen and keep the common good and the actual worth of things front and center. And, above all, be willing to learn from anyone and everyone, regardless of their station in life.","April 19

Don’t Waste These Opportunities

Yes, it was annoying—those hours delayed at the airport on the way to your vacation. Yes, it was disappointing when your daughter came home with a terrible report card. Yes, it was scary when you came home with that diagnosis from your doctor. Yes, it was exhausting that you spent another sleepless night with your toddler.

But the question, or rather the opportunity, is: Did it bring you closer together?

It doesn’t have to, of course. You can get angry. You can be annoyed. You can be overwhelmed and distracted. Or . . . or you can relish the moment—even if they’re crying, even if you’re disappointed, even if you’re crying. You can feel love and gratefulness and happiness instead.

Because this is a chance to talk. This is a chance to see them from a different angle. This is a chance to ask questions. This is a chance to spend time together. A crisis, as politicians like to say, is a terrible thing to waste. It’s a chance to do things you couldn’t do before. Things that wouldn’t be possible in ordinary circumstances.

It’s always a chance to get closer. To love more. To understand better."
2025-04-20,"April 20



“Here’s a way to think about what the masses regard as being ‘good’ things. If you would first start by setting your mind upon things that are unquestionably good—wisdom, self-control, justice, courage—with this preconception you’ll no longer be able to listen to the popular refrain that there are too many good things to experience in a lifetime.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 5.12

I
 s it that controversial to say that there are the things that people value (and pressure you to value as well)—and there are the things that are actually good? Or to question whether wealth and fame are all they are cracked up to be? As Seneca observed in one of his plays:

“If only the hearts of the wealthy were opened to all!

How great the fears high fortune stirs up within them.”

For centuries, people have assumed that wealth would be a wonderful cure-all for their unhappiness or problems. Why else would they have worked so hard for it? But when people actually acquired the money and status they craved, they discovered it wasn’t quite what they had hoped. The same is true of so many things we covet without really thinking.

On the other hand, the “good” that the Stoics advocate is simpler and more straightforward: wisdom, self-control, justice, courage. No one who achieves these quiet virtues experiences buyer’s remorse.","April 20

It’s Not Fair

Old people are always very impatient with young ones. Fathers always expect their sons to have their virtues without their faults.

—Winston Churchill

We expect so much of our kids. We push them. We prod them. We tell them what to do. We punish them—however lightly—when they fall short.

What we lose track of is how impossible our expectations often are for these little humans who lack the decades of life experience we’re absent-mindedly taking for granted.

There is no blueprint. To assume there is or, worse, to imagine there is and then hold your kids to those expectations is wildly unfair. Can we have expectations for our kids? Yes. Can we try to make sure they don’t fall into the same traps or develop the same vices as us? It would be criminal if we didn’t.

But we have to remember that they are like us . . . for better and for worse. They’ve lived their whole lives in the same house as us. They’ve learned from our examples—even the bad ones . . . especially the bad ones in many cases. They’re not going to be perfect. They’re going to have our weaknesses . . . perhaps some of their own too. And to punish them with our unrealistic expectations, even unintentionally, quite literally for the sins of the father, is profoundly unfair.

Our job is to love them and to be patient with them, not to demand the impossible from them."
2025-04-21,"April 21



“When you let your attention slide for a bit, don’t think you will get back a grip on it whenever you wish—instead, bear in mind that because of today’s mistake everything that follows will be necessarily worse. . . . Is it possible to be free from error? Not by any means, but it is possible to be a person always stretching to avoid error. For we must be content to at least escape a few mistakes by never letting our attention slide.”

—
E
PICTETUS,
D
ISCOURSES
, 
 4.12.1; 
 19

W
 inifred Gallagher, in her book Rapt
 , quotes David Meyer, a cognitive scientist at the University of Michigan: “Einstein didn’t invent the theory of relativity while he was multitasking at the Swiss patent office.” It came after, when he really
 had time to focus and study. Attention matters—and in an era in which our attention is being fought for by every new app, website, article, book, tweet, and post, its value has only gone up.

Part of what Epictetus is saying here is that attention is a habit, and that letting your attention slip and wander builds bad habits and enables mistakes.

You’ll never complete all your tasks if you allow yourself to be distracted with every tiny interruption. Your attention is one of your most critical resources. Don’t squander it!","April 21

Don’t Ever, Ever Do This

[Cato the Elder] used to say that a man who beats his wife or child is laying sacrilegious hands on the most sacred thing in the world.

—Plutarch

Thankfully, we’re at a place in history where most people don’t need to hear this anymore, but unfortunately, some people still do. Maybe they’re reading this book. Maybe they’re not. But it’s worth laying it down again; it’s worth a reminder of the precious treasure you’ve been entrusted with.

To raise your hand, open or closed, to your spouse or your children is unacceptable.

It doesn’t matter how angry you are. It doesn’t matter who started it. It doesn’t matter how many times you told your son. It doesn’t matter that your parents used to do it. It doesn’t matter that some cultures still accept it.

For two thousand years, we’ve known deep down that it’s wrong. You are here to protect and to serve and to love them. To violate that obligation because you can’t control yourself in the moment, because you’re mad? This is to violate a sacred oath. And once done, it can never be undone.

You cannot do it. Ever."
2025-04-22,"April 22



“These are the characteristics of the rational soul: self-awareness, self-examination, and self-determination. It reaps its own harvest. . . . It succeeds in its own purpose . . .”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 11.1–2

To be rational today, we have to do just three things:

First, we must look inward.

Next, we must examine ourselves critically.

Finally, we must make our own decisions—uninhibited by biases or popular notions.","April 22

Is It Good When They’re Bad?

In a New York Times piece, Melinda Wenner Moyer (author of the fantastic How to Raise Kids Who Aren’t Assholes) asks you to consider perhaps the most counterintuitive idea in all of parenting: that maybe, just maybe, it’s not such a big deal when your kids misbehave. Perhaps, she proposes, this is actually a sign of how loved and safe they feel. She writes:

Think of it this way: When kids are always respectful, complacent and obedient with adults, it is often because they are afraid of those adults. It’s not a coincidence that people who boast about how well behaved their children are may also be those who throw around phrases like, “Spare the rod, spoil the child.”

This is not to say that chaos is a good thing, that no rules should be enforced. It’s a reminder that before you write yourself off as a terrible parent because your kid challenged you or because they had a meltdown, consider what it means that they feel comfortable doing that in front of you.

It might actually be that they do listen to you—especially when you tell them that you’re there for them, that you love them unconditionally, that you want them to think for themselves. It’s possible they actually respect you quite deeply. But even more than that, it could be that they trust you more than anyone in the world."
2025-04-23,"April 23



“You have been formed of three parts—body, breath, and mind. Of these, the first two are yours insofar as they are only in your care. The third alone is truly yours.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 12.3

T
 he body can be ravaged by disease or injured or disabled in a sudden accident. It can be imprisoned or subjected to torture. The breath can suddenly cease because our time has come, or because someone has taken it from us. Breathing can grow labored because of exertion or illness as well. But up until the very end, our mind is ours.

It’s not that the other two parts of life that Marcus mentions—our body and our breath—don’t matter. They’re just less “ours” than our mind. You wouldn’t spend much time fixing up a house that you rent, would you? Our mind is ours—free and clear. Let’s make sure we treat it right.","April 23

Don’t Thrust Them Away

Of course, kids can be annoying. Painfully so.

Kids scream in your ears and ruin your clothes with their food- and dirt-covered hands. Kids can cut off your air supply as they crawl onto your back for a piggyback ride.

Yet you have to absorb all of this. Even though it hurts. Even though you love that shirt. Even though you can’t breathe. You can’t thrust them away.

Yes, of course, you have to explain to them what’s appropriate and what isn’t. You have to protect your own physical well-being. But the point is, they have no idea yet how their actions affect other people. Even teenagers don’t fully comprehend the concept of consequences, of cause and effect. (Why do you think they drive like crazy, eat like crap, and talk all kinds of trash?) What they do comprehend is you getting upset, you pulling away.

Kids can feel your energy changing, even if they can’t put words to what it is they are sensing or how it makes them feel. And what’s most difficult about all this is that it very well might be this painful, confusing feeling—as provoked and instinctual as it is—that sticks with them forever. So work on getting control of yourself. Work on toughening yourself up a bit.

You can gently unwrap their arms from your throat. You can get a new shirt. You can turn the game around and chase them instead. You can make what was annoying become fun. You can talk to them calmly, correct them, and then gently turn the pain into a moment of profound connection. That’s entirely up to you."
2025-04-24,"April 24



“Just as when meat or other foods are set before us we think, this is a dead fish, a dead bird or pig; and also, this fine wine is only the juice of a bunch of grapes, this purple-edged robe just sheep’s wool dyed in a bit of blood from a shellfish; or of sex, that it is only rubbing private parts together followed by a spasmic discharge—in the same way our impressions grab actual events and permeate them, so we see them as they really are.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 6.13

T
 here is one Stoic exercise that might well be described as contemptuous expressions. Stoics use an almost cynical language as a way to dismantle some of the fanciest or most coveted parts of life. Marcus’s joke about sex—why would he say something like that? Well, if you take a second to consider sex in such an absurd light, you may be less likely to do something shameful or embarrassing in the pursuit of it. It’s a counterbalance to the natural bias we have toward something that feels really good.

We can apply this same way of thinking to a lot of things that people prize. Consider that envy-inducing photo you see on social media—imagine the person painstakingly staging it. What about that job promotion that means so much? Look at the lives of other so-called successful people. Still think it holds magical power? Money, which we want more of and are reluctant to part with—consider how covered in bacteria and filth it is. That beautiful, perfect person you’re admiring from afar? Remember that if they’re single, other people must have dumped them at some point. There must be something
 wrong with them.

This exercise won’t turn you into a cynic. But it will provide some much-needed objectivity.","April 24

What If Someone Else Treated Your Kids This Way?

If you hired a babysitter or a nanny and caught them staring at their phone instead of watching your kids, you’d be livid. If you walked into a room and discovered a teacher or a grandparent or anyone yelling at your kids, you’d be difficult to stop. If you heard someone make a snide remark or tease them or bully them, you’d put an immediate end to it.

And yet . . . you do some of these things all the time! You feel your frustration rising as they refuse to listen and bam, you grab their arm and yell, “STOP IT NOW!” right into their little faces. You’re ignoring the track meet. You tune out their incessant attempts to get your attention. Worse, your attention is elsewhere while they’re playing in the pool . . . and for what? For an email? For a text? To scroll Twitter? You think you’re funny and you like to joke around . . . but if you saw someone else doing it, you know what you’d call it? You’d call it bullying.

We’d never let anyone else get away with what we rationalize or excuse of our own behavior. That’s not to say you’re abusive or a bad parent—not at all. It’s just a reminder: Your job isn’t just to protect your kids from other people. It’s to protect them from your own bad habits, your own temper, your own flaws too. It’s to demand of yourself what you’d expect from anyone to whom you’d entrust your children’s safety. That is to say: you have to demand the best of yourself.

No excuses. No double standards. Watch yourself as you’d watch a nanny cam. Trust but verify, just as you would a new school or day care. Ask yourself: Would I let anyone else get away with what I’m doing right now?"
2025-04-25,"April 25



“If anyone can prove and show to me that I think and act in error, I will gladly change it—for I seek the truth, by which no one has ever been harmed. The one who is harmed is the one who abides in deceit and ignorance.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 6.21

S
 omeone once attempted to argue with the philosopher Cicero by quoting something he had said or written. This person claimed Cicero was saying one thing now but had believed something different in the past. His response: “I live from one day to the next! If something strikes me as probable, I say it; and that is how, unlike everyone else, I remain a free agent.”

No one should be ashamed at changing his mind—that’s what the mind is for. “A foolish consistency is the hobgoblin of little minds,” Emerson said, “adored by little statesmen and philosophers and divines.” That’s why we go to such lengths to learn and expose ourselves to wisdom. It would be embarrassing if we didn’t
 end up finding out if we were wrong in the past.

Remember: you’re a free agent. When someone points out a legitimate flaw in your belief or in your actions, they’re not criticizing you. They’re presenting a better alternative. Accept it!","April 25

Delay, Delay, Delay

An angry man opens his mouth and shuts his eyes.

—Cato the Elder

Seneca said that “delay is the greatest remedy for anger.” That’s the truth.

Delay is the best way to let your mind clear, to make sure that anger doesn’t drive you to do something you regret. Anger is an exaggerator. It magnifies the worst in every situation. Anger is an exacerbator too. It takes a bad situation and makes it worse with the overreaction it produces in us.

Delay will help you make sure that doesn’t happen, that anger doesn’t win. The next time you’re angry, take five deep breaths and see if you can get yourself that wound up again. It’s next to impossible.

Now, no one is saying you can’t respond at all. You probably will have to address whatever has made your blood boil. You will have to say something. Your kids do need to learn that lying is not acceptable, talking back to their mother will not be tolerated, leaving the stove on could burn the house down. But wait a minute. Take a walk. Put a reminder down to bring it up tomorrow. Deal with it when you get home from work. Let cooler heads prevail.

Make it a teachable moment. Teach them that it’s possible to control how you react."
2025-04-26,"April 26



“When your sparring partner scratches or head-butts you, you don’t then make a show of it, or protest, or view him with suspicion or as plotting against you. And yet you keep an eye on him, not as an enemy or with suspicion, but with a healthy avoidance. You should act this way with all things in life. We should give a pass to many things with our fellow trainees. For, as I’ve said, it’s possible to avoid without suspicion or hate.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 6.20

B
 y seeing each day and each situation as a kind of training exercise, the stakes suddenly become a lot lower. The way you interpret your own mistakes and the mistakes of others is suddenly a lot more generous. It’s certainly a more resilient attitude than going around acting like the stakes of every encounter put the championship on the line.

When you catch an elbow or an unfair blow today, shake off the pain and remind yourself: I’m learning. My sparring partner is learning too. This is practice for both of us—that’s all. I know a bit more about him or her, and from my reaction, they’re going to learn a little bit more about me too.","April 26

The Moments of Leniency Matter

To err is human; to forgive, divine.

—Alexander Pope

In Georgia in the mid-1930s, when he was but ten years old, Jimmy Carter was fishing with his father. As they caught fish, his father attached their growing haul to a trotline that he hooked onto Jimmy’s belt loop, a point of great pride for the boy.

But then, several hours later, Jimmy looked down and realized that the line had broken or become unclipped without him noticing. Frantically, desperately, he dove into the water, searching, hoping, terrified his father would be upset. “What’s wrong?” his father asked. “I’ve lost the fish, Daddy.” “All of them?” his father replied. “Yes, sir, yes, sir” was all Jimmy could say through his tears.

“Daddy was rarely patient with foolishness or mistakes,” Carter would reflect eighty years later. But then, after a long pause, his father smiled and said, “Let them go, Hot. There are a lot more fish in the river. We’ll get them tomorrow.” All those years later, it was this moment of patience and kindness and forgiveness that Carter remembered. The fish no longer mattered; in fact, they never did matter. What mattered was that his father knew what Jimmy needed in that moment.

What about you? Do you understand the power of leniency and tolerance? Can you let things go? Can you control your temper and frustrations? Do you know when it’s time to push and when it’s time to pull them in close to you?"
2025-04-27,"April 27



“Turn it inside out and see what it is like—what it becomes like when old, sick, or prostituting itself. How short-lived the praiser and praised, the one who remembers and the remembered. Remembered in some corner of these parts, and even there not in the same way by all, or even by one. And the whole earth is but a mere speck.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 8.21

S
 toicism is about looking at things from every angle—and certain situations are easier to understand from different perspectives. In potentially negative situations, the objective, even superficial gaze might actually be superior. That view might let us see things clearly without diving too much into what they might represent or what might have caused them. In other situations, particularly those that involve something impressive or praiseworthy, another approach, like that of contemptuous expressions, is helpful. By examining situations from the inside out, we can be less daunted by them, less likely to be swayed by them.

Dig into your fear of death or obscurity, and what will you find? Turn some fancy ceremony inside out and you’ll find—what?","April 27

You’re the Voice in Their Heads

The power broker in your life is the voice that no one hears. How well you revisit the tone and content of your private voice is what determines the quality of your life.

—Dr. Jim Loehr

You’re just trying to get them to behave, to listen to you, to stop hitting their sister, to take school seriously, to do whatever. So you speak firmly, even harshly. You’re tired, you’ve had this conversation a thousand times, you’re not as kind as you could be. Maybe you try to make a joke out of it, to soften the delivery of your honest opinion about what they’re doing—except the joke hits a soft spot and cuts too close to the bone.

You know what you’re doing, really, in these moments? You’re cementing a very specific voice in their head.

Everything we say, every interaction we have with our kids, is shaping them. How we speak to them informs how they will speak to themselves. If you want proof of this, think about all the complexes and scripts you picked up from your parents—maybe things you’re working on in therapy right now, decades later.

So while you can, before it’s too late . . . catch yourself. Think about how you can be an ancestor instead of a ghost. Make this interaction a kind one, a patient one, a friendly one. Speak to them the way you’d want them to speak to themselves. Because it’s not a matter of if they will internalize the things they heard growing up; it’s a matter of what they will internalize. Put a good voice in their head so they might remember the good stuff."
